slice_axis,slice_index,method,ssim,psnr,mse,mae,rmse,nrmse,pearson,gradient_mse,hfen,diff_percent,isnr,issm,scale,isnr_baseline_method,hr_height,hr_width,lr_height,lr_width,degradation_time_ms,upscaling_time_ms,metrics_time_ms,total_method_time_ms
sagittal,103,nearest,0.6530629992485046,19.87076541297639,0.0103020453825593,0.06398959457874298,0.10149899202730685,0.10149899202730685,0.945660738153628,0.16094252467155457,0.17813636362552643,6.398959457874298,-0.014645056105839632,,2,bilinear,256,256,128,128,5.159916999999847,0.2193749999999106,13.991333000000106,14.21212500000002
sagittal,103,bilinear,0.6346136331558228,19.885410469082228,0.010267363861203194,0.06523295491933823,0.1013280013678509,0.1013280013678509,0.9468202914834405,0.22956420481204987,0.24805791676044464,6.523295491933823,0.0,,2,bilinear,256,256,128,128,5.159916999999847,0.15095899999995055,8.394250000000048,8.546292000000122
sagittal,103,bicubic,0.6715713143348694,20.516407569916964,0.008878901600837708,0.06001424789428711,0.09422792367890585,0.09422792367890585,0.9535722073180345,0.1587974578142166,0.15380607545375824,6.001424789428711,0.6309971008347375,,2,bilinear,256,256,128,128,5.159916999999847,0.1914579999999777,8.101541000000045,8.293582999999938
sagittal,103,lanczos,0.6713647842407227,20.567233533980307,0.008775596506893635,0.059910185635089874,0.09367815384012237,0.09367815384012237,0.9541721319047933,0.14930468797683716,0.15135540068149567,5.991018563508987,0.6818230648980793,,2,bilinear,256,256,128,128,5.159916999999847,0.26829099999980954,8.15425000000003,8.423082999999831
sagittal,104,nearest,0.6549399495124817,19.855612020389405,0.010338054038584232,0.06437267363071442,0.10167622159868173,0.10167622159868173,0.9443372964684492,0.1600753664970398,0.1793382465839386,6.437267363071442,0.005246126161123286,,2,bilinear,256,256,128,128,0.2587500000001963,0.11762499999989906,7.832290999999936,7.950457999999827
sagittal,104,bilinear,0.6343852877616882,19.850365894228283,0.010350549593567848,0.06569952517747879,0.1017376508160467,0.1017376508160467,0.9453146799596172,0.2326810210943222,0.25019174814224243,6.569952517747879,0.0,,2,bilinear,256,256,128,128,0.2587500000001963,0.12545800000007823,8.013333000000067,8.139416999999982
sagittal,104,bicubic,0.6726081967353821,20.497046213277912,0.008918573148548603,0.06023017317056656,0.09443819750793957,0.09443819750793957,0.9524183277338102,0.1593531221151352,0.1540088951587677,6.023017317056656,0.6466803190496258,,2,bilinear,256,256,128,128,0.2587500000001963,0.1571670000000136,7.800583999999944,7.9582499999999445
sagittal,104,lanczos,0.6720376014709473,20.537486760970197,0.008835910819470882,0.060212574899196625,0.09399952563428648,0.09399952563428648,0.9529137863124582,0.14993837475776672,0.15240593254566193,6.0212574899196625,0.6871208667419144,,2,bilinear,256,256,128,128,0.2587500000001963,0.24854200000001825,7.835833000000125,8.084999999999898
sagittal,105,nearest,0.6498909592628479,19.900608682089434,0.010231495834887028,0.0642118826508522,0.10115085681736477,0.10115085681736477,0.9427085386035216,0.15818952023983002,0.18106794357299805,6.42118826508522,0.017397000065674264,,2,bilinear,256,256,128,128,0.25650000000010387,0.12000000000012001,7.825500000000041,7.946041999999931
sagittal,105,bilinear,0.6297236680984497,19.88321168202376,0.010272563435137272,0.06575074046850204,0.10135365526283338,0.10135365526283338,0.9435654155045498,0.22954900562763214,0.25237083435058594,6.5750740468502045,0.0,,2,bilinear,256,256,128,128,0.25650000000010387,0.1263750000000119,7.770374999999996,7.897249999999856
