slice_axis,slice_index,method,ssim,psnr,mse,mae,rmse,nrmse,pearson,gradient_mse,hfen,diff_percent,isnr,issm,scale,isnr_baseline_method,hr_height,hr_width,lr_height,lr_width,degradation_time_ms,upscaling_time_ms,metrics_time_ms,total_method_time_ms
sagittal,103,nearest,0.622373104095459,19.599075680251282,0.010967115871608257,0.06690526753664017,0.10472399854669538,0.10472399854669538,0.9422375501724416,0.19993016123771667,0.21231408417224884,6.690526753664017,0.047516531254248866,,2,bilinear,256,256,128,128,1.759416999995267,0.1701249999968013,17.16199999999901,17.333458999999607
sagittal,103,bilinear,0.6092923879623413,19.551559148997033,0.011087766848504543,0.06815430521965027,0.10529846555626793,0.10529846555626793,0.9425227404246735,0.2639281451702118,0.28275275230407715,6.815430521965027,0.0,,2,bilinear,256,256,128,128,1.759416999995267,0.1300420000021063,8.582083999996826,8.712916999996878
sagittal,103,bicubic,0.6467061638832092,20.193772563228777,0.009563629515469074,0.06265714764595032,0.09779381123296645,0.09779381123296645,0.9501081866166329,0.1954534947872162,0.1810305118560791,6.265714764595032,0.6422134142317439,,2,bilinear,256,256,128,128,1.759416999995267,0.19345800000536428,8.969041000000288,9.163125000000605
sagittal,103,lanczos,0.6486042141914368,20.28254792818897,0.00937012117356062,0.06224360316991806,0.09679938622512345,0.09679938622512345,0.9512625663076058,0.18527011573314667,0.17950594425201416,6.224360316991806,0.7309887791919327,,2,bilinear,256,256,128,128,1.759416999995267,0.26812499999806505,8.990791999998748,9.260167000000763
sagittal,104,nearest,0.6232234239578247,19.57718874407523,0.01102252583950758,0.0673905611038208,0.10498821762230075,0.10498821762230075,0.9407468249678497,0.20091553032398224,0.21389807760715485,6.73905611038208,0.0679789561393813,,2,bilinear,256,256,128,128,0.4317920000005415,0.11912500000477166,8.760916999996482,8.880915999995409
sagittal,104,bilinear,0.6080431342124939,19.50920978793585,0.01119641587138176,0.06876001507043839,0.10581311767159003,0.10581311767159003,0.9407823843299167,0.26878640055656433,0.2851824462413788,6.8760015070438385,0.0,,2,bilinear,256,256,128,128,0.4317920000005415,0.1297920000027375,9.977583000001289,10.108249999994712
sagittal,104,bicubic,0.6467877626419067,20.16742332924927,0.009621829725801945,0.06294819712638855,0.09809092580765025,0.09809092580765025,0.9487937494652235,0.19770607352256775,0.18148057162761688,6.294819712638855,0.6582135413134236,,2,bilinear,256,256,128,128,0.4317920000005415,0.18587499999966894,8.715832999996564,8.902208000002076
sagittal,104,lanczos,0.6483286023139954,20.24852920750835,0.009443806484341621,0.06262601912021637,0.09717924924767438,0.09717924924767438,0.9498862817385367,0.1876375675201416,0.18067991733551025,6.262601912021637,0.7393194195725044,,2,bilinear,256,256,128,128,0.4317920000005415,0.2751249999946026,8.673958000002813,8.95020800000168
sagittal,105,nearest,0.6185946464538574,19.623700866468795,0.01090510655194521,0.06722059100866318,0.10442751817382816,0.10442751817382816,0.9390402564080045,0.19798405468463898,0.21595951914787292,6.722059100866318,0.07918552727717036,,2,bilinear,256,256,128,128,0.28095800000471627,0.11758299999797828,9.232875000002139,9.351541000000907
sagittal,105,bilinear,0.6034532785415649,19.544515339191626,0.011105764657258987,0.06877488642930984,0.10538389183010365,0.10538389183010365,0.9389310113918342,0.26492995023727417,0.28774571418762207,6.8774886429309845,0.0,,2,bilinear,256,256,128,128,0.28095800000471627,0.11849999999924421,9.444250000001375,9.563874999997779
sagittal,105,bicubic,0.6427173018455505,20.191296207119315,0.009569084271788597,0.06304137408733368,0.09782169632442793,0.09782169632442793,0.9470381825535978,0.1954367756843567,0.18290957808494568,6.304137408733368,0.6467808679276925,,2,bilinear,256,256,128,128,0.28095800000471627,0.20687500000349246,9.650207999996496,9.858332999996833
sagittal,105,lanczos,0.6440174579620361,20.270693111452772,0.00939573347568512,0.06272134929895401,0.09693159173192772,0.09693159173192772,0.9481487288025661,0.1860140562057495,0.1826370656490326,6.272134929895401,0.7261777722611468,,2,bilinear,256,256,128,128,0.28095800000471627,0.2863329999982511,8.755458000003102,9.043083000001673
sagittal,106,nearest,0.6183602809906006,19.516104980069287,0.011178653687238693,0.06815274804830551,0.10572915249465822,0.10572915249465822,0.9364134087249457,0.20478519797325134,0.21999679505825043,6.815274804830551,0.07411139478992534,,2,bilinear,256,256,128,128,0.4093330000003448,0.11837500000666523,9.497749999994198,9.616917000002445
sagittal,106,bilinear,0.6030203700065613,19.44199358527936,0.011371051892638206,0.06961290538311005,0.10663513441937515,0.10663513441937515,0.936386400606305,0.2747282087802887,0.2932223677635193,6.961290538311005,0.0,,2,bilinear,256,256,128,128,0.4093330000003448,0.3326669999950127,13.487167000000966,13.825584000002777
sagittal,106,bicubic,0.6435436606407166,20.102115805821562,0.00976761244237423,0.06372828036546707,0.09883123212008554,0.09883123212008554,0.9450375741378846,0.20229652523994446,0.18633876740932465,6.372828036546707,0.6601222205421987,,2,bilinear,256,256,128,128,0.4093330000003448,0.6632079999988605,12.064834000000246,12.7307500000029
sagittal,106,lanczos,0.6452754735946655,20.18930540716305,0.00957347173243761,0.06333458423614502,0.09784411955982644,0.09784411955982644,0.9462920563723664,0.19201147556304932,0.18578746914863586,6.333458423614502,0.7473118218836915,,2,bilinear,256,256,128,128,0.4093330000003448,0.4261670000005324,10.024500000000103,10.453083999998114
sagittal,107,nearest,0.618475079536438,19.342033390526954,0.011635811068117619,0.06967060267925262,0.10786941674134341,0.10786941674134341,0.93321653014,0.22208580374717712,0.22466407716274261,6.9670602679252625,0.10607141278043679,,2,bilinear,256,256,128,128,0.29266700000363244,0.1196659999962435,8.90258300000113,9.023499999997853
sagittal,107,bilinear,0.6013584733009338,19.235961977746516,0.011923501268029213,0.0714898630976677,0.10919478590129299,0.10919478590129299,0.9327133963498327,0.3002690076828003,0.3000917434692383,7.148986309766769,0.0,,2,bilinear,256,256,128,128,0.29266700000363244,0.13354099999673963,8.77454199999761,8.90900000000272
sagittal,107,bicubic,0.6435847282409668,19.92385254750679,0.010176882147789001,0.06525863707065582,0.10088053403798476,0.10088053403798476,0.9422647068806491,0.21997523307800293,0.19036071002483368,6.525863707065582,0.6878905697602717,,2,bilinear,256,256,128,128,0.29266700000363244,0.16604199999648017,9.161040999998704,9.32820899999598
sagittal,107,lanczos,0.6459838151931763,20.022053812887506,0.00994934793561697,0.06474076211452484,0.09974641815933527,0.09974641815933527,0.9437317345811627,0.20782457292079926,0.18889260292053223,6.474076211452484,0.7860918351409883,,2,bilinear,256,256,128,128,0.29266700000363244,0.3009579999968537,8.88725000000079,9.189249999998594
sagittal,108,nearest,0.6103811264038086,19.23085159291038,0.011937540024518967,0.07071458548307419,0.10925905008061788,0.10925905008061788,0.9298792149999173,0.22814810276031494,0.22699837386608124,7.071458548307419,0.09124172837418418,,2,bilinear,256,256,128,128,0.29812500000048203,0.14016700000496485,8.894250000004433,9.036291999997559
sagittal,108,bilinear,0.5931068658828735,19.139609864536197,0.012190991081297398,0.07241450250148773,0.11041282118167889,0.11041282118167889,0.929548520147256,0.30714330077171326,0.30099260807037354,7.241450250148773,0.0,,2,bilinear,256,256,128,128,0.29812500000048203,0.26845900000438405,8.712958000003823,8.98408300000142
sagittal,108,bicubic,0.6348611116409302,19.799623474973608,0.010472193360328674,0.06657753884792328,0.10233373520168544,0.10233373520168544,0.9391935587202133,0.22749216854572296,0.19412994384765625,6.657753884792328,0.6600136104374111,,2,bilinear,256,256,128,128,0.29812500000048203,0.19700000000000273,8.874957999999822,9.07287500000109
sagittal,108,lanczos,0.6370677947998047,19.897350517261437,0.010239174589514732,0.06605993211269379,0.10118880664142024,0.10118880664142024,0.9407333167157621,0.21559356153011322,0.19247408211231232,6.605993211269379,0.7577406527252417,,2,bilinear,256,256,128,128,0.29812500000048203,0.3159580000016149,8.80708399999719,9.123834000000386
sagittal,109,nearest,0.6084816455841064,19.26674711701955,0.011839279904961586,0.07053810358047485,0.1088084551170615,0.1088084551170615,0.9284105258984737,0.22672393918037415,0.22836101055145264,7.053810358047485,0.13103288157669585,,2,bilinear,256,256,128,128,0.30716599999891514,0.12587499999483498,9.173000000004095,9.29987500000351
