slice_axis,slice_index,method,ssim,psnr,mse,mae,rmse,nrmse,pearson,gradient_mse,hfen,diff_percent,issm
sagittal,103,nearest,0.6530629992485046,19.87076541297639,0.0103020453825593,0.06398959457874298,0.10149899202730685,0.10149899202730685,0.945660738153628,0.16094252467155457,0.17813636362552643,6.398959457874298,
sagittal,103,bilinear,0.6346136331558228,19.885410469082228,0.010267363861203194,0.06523295491933823,0.1013280013678509,0.1013280013678509,0.9468202914834405,0.22956420481204987,0.24805791676044464,6.523295491933823,
sagittal,103,bicubic,0.6715713143348694,20.516407569916964,0.008878901600837708,0.06001424789428711,0.09422792367890585,0.09422792367890585,0.9535722073180345,0.1587974578142166,0.15380607545375824,6.001424789428711,
sagittal,103,lanczos,0.6713647842407227,20.567233533980307,0.008775596506893635,0.059910185635089874,0.09367815384012237,0.09367815384012237,0.9541721319047933,0.14930468797683716,0.15135540068149567,5.991018563508987,
sagittal,104,nearest,0.6549399495124817,19.855612020389405,0.010338054038584232,0.06437267363071442,0.10167622159868173,0.10167622159868173,0.9443372964684492,0.1600753664970398,0.1793382465839386,6.437267363071442,
sagittal,104,bilinear,0.6343852877616882,19.850365894228283,0.010350549593567848,0.06569952517747879,0.1017376508160467,0.1017376508160467,0.9453146799596172,0.2326810210943222,0.25019174814224243,6.569952517747879,
sagittal,104,bicubic,0.6726081967353821,20.497046213277912,0.008918573148548603,0.06023017317056656,0.09443819750793957,0.09443819750793957,0.9524183277338102,0.1593531221151352,0.1540088951587677,6.023017317056656,
sagittal,104,lanczos,0.6720376014709473,20.537486760970197,0.008835910819470882,0.060212574899196625,0.09399952563428648,0.09399952563428648,0.9529137863124582,0.14993837475776672,0.15240593254566193,6.0212574899196625,
sagittal,105,nearest,0.6498909592628479,19.900608682089434,0.010231495834887028,0.0642118826508522,0.10115085681736477,0.10115085681736477,0.9427085386035216,0.15818952023983002,0.18106794357299805,6.42118826508522,
sagittal,105,bilinear,0.6297236680984497,19.88321168202376,0.010272563435137272,0.06575074046850204,0.10135365526283338,0.10135365526283338,0.9435654155045498,0.22954900562763214,0.25237083435058594,6.5750740468502045,
sagittal,105,bicubic,0.668345034122467,20.515618648693792,0.008880514651536942,0.0603066086769104,0.0942364825931918,0.0942364825931918,0.9507186662983249,0.15801618993282318,0.15501245856285095,6.03066086769104,
sagittal,105,lanczos,0.6675649881362915,20.553915955477223,0.008802548050880432,0.06027408689260483,0.09382189537032617,0.09382189537032617,0.9512068130777254,0.1492225080728531,0.15400348603725433,6.027408689260483,
sagittal,106,nearest,0.6508744359016418,19.792481379357007,0.010489429347217083,0.06512454152107239,0.10241791516730402,0.10241791516730402,0.9402367125735647,0.16363896429538727,0.18402016162872314,6.512454152107239,
sagittal,106,bilinear,0.6299762725830078,19.78225392824626,0.010514160618185997,0.06655455380678177,0.10253858112040559,0.10253858112040559,0.9412561902363945,0.23822957277297974,0.25720953941345215,6.655455380678177,
sagittal,106,bicubic,0.670034646987915,20.434573332047048,0.009047793224453926,0.06094178557395935,0.09511988869029403,0.09511988869029403,0.9489585530353307,0.16350801289081573,0.15695767104625702,6.094178557395935,
sagittal,106,lanczos,0.6696230173110962,20.482442302432744,0.0089486138895154,0.0608583465218544,0.0945971135369119,0.0945971135369119,0.9495779703205222,0.15394294261932373,0.15577538311481476,6.08583465218544,
sagittal,107,nearest,0.6510370373725891,19.619111574503126,0.010916636325418949,0.06652039289474487,0.10448270826035737,0.10448270826035737,0.9372288730059456,0.17646440863609314,0.18709370493888855,6.652039289474487,
sagittal,107,bilinear,0.6289588212966919,19.58628129424044,0.010999472811818123,0.06825418025255203,0.104878371515857,0.104878371515857,0.9380320039027923,0.2596842348575592,0.26299363374710083,6.825418025255203,
sagittal,107,bicubic,0.6707782745361328,20.272925728000356,0.009390904568135738,0.06218353286385536,0.09690667968791283,0.09690667968791283,0.9465824384289675,0.17646804451942444,0.15926888585090637,6.218353286385536,
sagittal,107,lanczos,0.6710889935493469,20.333170925108128,0.009261533617973328,0.0619480162858963,0.09623686205385817,0.09623686205385817,0.9473784833379095,0.16500888764858246,0.15713366866111755,6.19480162858963,
sagittal,108,nearest,0.6434817314147949,19.501502541612325,0.011216303333640099,0.06765437871217728,0.10590705044349077,0.10590705044349077,0.934016590591123,0.182334765791893,0.1917797476053238,6.765437871217728,
sagittal,108,bilinear,0.620728611946106,19.47507055907828,0.011284776031970978,0.06935164332389832,0.10622982647058678,0.10622982647058678,0.9348977573625893,0.2668069899082184,0.26557835936546326,6.9351643323898315,
sagittal,108,bicubic,0.6623038649559021,20.13543685886316,0.009692957624793053,0.0636991560459137,0.09845281928311171,0.09845281928311171,0.943588802970497,0.18411655724048615,0.16565589606761932,6.36991560459137,
sagittal,108,lanczos,0.6624698638916016,20.19951839326869,0.00955098494887352,0.06345795840024948,0.09772914073536879,0.09772914073536879,0.9444868660305412,0.17284753918647766,0.163384348154068,6.345795840024948,
sagittal,109,nearest,0.642164945602417,19.544888292599147,0.011104810982942581,0.06737929582595825,0.1053793669697374,0.1053793669697374,0.9327477004866879,0.18070121109485626,0.19156526029109955,6.737929582595825,
sagittal,109,bilinear,0.6174894571304321,19.476759759714643,0.01128038763999939,0.0693187564611435,0.10620916928400952,0.10620916928400952,0.9329745215614771,0.2651756703853607,0.26635032892227173,6.931875646114349,
sagittal,109,bicubic,0.6595849394798279,20.12761488965948,0.009710431098937988,0.0636114776134491,0.09854151967032977,0.09854151967032977,0.9417879685801128,0.18197008967399597,0.16507363319396973,6.36114776134491,
sagittal,109,lanczos,0.6594797968864441,20.187437142046733,0.009577590972185135,0.06343160569667816,0.09786516730780741,0.09786516730780741,0.9426511801470165,0.1703079491853714,0.16307847201824188,6.343160569667816,
sagittal,110,nearest,0.6356078386306763,19.39429039682077,0.011496640741825104,0.06878140568733215,0.10722238918166814,0.10722238918166814,0.9295496432757873,0.1872655749320984,0.19572214782238007,6.878140568733215,
